"UniqueSite","Site_Lat","Site_Long","Year","Targeted.biomass","PA_tp","Atoll","DepthCategory","CleanHabitat","Protection","CensusMethod","Total.sampling.Area","gravtot_500km","MPAage","NTZarea","Regional_population_growth","Ocean_prod","Climate_stress","HDI","Larger_pop_size","spatialcatch_tkm2","Larger_2","SocialSIte4km"
781,13.3895,-81.38481,2011,62.57227225,0,0,"4-10m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,30.77853999,6,48,13.55666779,235.0493705,0.595973568,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_15"
782,13.40015,-81.37399,2011,586.1458914,0,0,"0-4m","Flat","UnfishedLow","Standard belt transect",500,8.650003759,6,48,13.55666779,235.0493705,0.595973568,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_15"
783,13.40015,-81.37399,2011,563.2921086,0,0,"0-4m","Flat","UnfishedLow","Standard belt transect",500,8.650003759,6,48,13.55666779,235.0493705,0.595973568,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_15"
784,13.3987,-81.39579,2011,783.6945436,0,0,"4-10m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,8.473929846,6,48,13.55666779,235.0493705,0.595973568,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_15"
785,13.3987,-81.39579,2011,281.2508439,0,0,"4-10m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,8.473929846,6,48,13.55666779,235.0493705,0.595973568,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_15"
786,13.3987,-81.39579,2011,390.0998622,0,0,"4-10m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,8.473929846,6,48,13.55666779,235.0493705,0.595973568,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_15"
787,12.51884,-81.73215,2011,631.9359967,0,0,">10m","Slope","UnfishedLow","Standard belt transect",500,22.93935983,6,7,13.55662197,230.5760823,0.658353358,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_16"
788,12.51884,-81.73215,2011,285.9633611,0,0,">10m","Slope","UnfishedLow","Standard belt transect",500,22.93935983,6,7,13.55662197,230.5760823,0.658353358,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_16"
789,12.51884,-81.73215,2011,6.813352516,0,0,">10m","Slope","UnfishedLow","Standard belt transect",500,22.93935983,6,7,13.55662197,230.5760823,0.658353358,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_16"
790,12.51884,-81.73215,2011,247.8365012,0,0,">10m","Slope","UnfishedLow","Standard belt transect",500,22.93935983,6,7,13.55662197,230.5760823,0.658353358,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_16"
791,12.58681,-81.71718,2011,562.5125035,1,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,80.57444417,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
792,12.58681,-81.71718,2011,249.4775128,0,0,">10m","Slope","UnfishedLow","Standard belt transect",500,80.57444417,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
793,12.58681,-81.71718,2011,61.54683786,0,0,">10m","Slope","UnfishedLow","Standard belt transect",500,80.57444417,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
794,12.58681,-81.71718,2011,1000.308502,0,0,">10m","Slope","UnfishedLow","Standard belt transect",500,80.57444417,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
795,12.58415,-81.68365,2011,1257.632975,0,0,"4-10m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,1662.209964,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
796,12.58415,-81.68365,2011,1004.313067,0,0,"4-10m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,1662.209964,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
797,12.58415,-81.68365,2011,3581.097,0,0,"4-10m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,1662.209964,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
798,12.58619,-81.6887,2011,39.83990186,0,0,"0-4m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,12845.11789,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
799,12.58619,-81.6887,2011,1810.592916,1,0,"0-4m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,12845.11789,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
800,12.58619,-81.6887,2011,1050.817481,0,0,"0-4m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,12845.11789,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
803,12.58338,-81.68528,2011,345.6136419,1,0,"0-4m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,1662.209964,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
804,12.58338,-81.68528,2011,436.4686674,1,0,"0-4m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,1662.209964,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
805,12.58338,-81.68528,2011,634.6217908,0,0,"0-4m","Lagoon_Back reef","UnfishedLow","Standard belt transect",500,1662.209964,6,25,13.55664298,229.2283946,0.656114621,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_17"
806,9.55746,-78.95041,2011,223.7261859,0,0,"0-4m","Lagoon_Back reef","Fished","Standard belt transect",500,95.1032697,0,0,11.87211264,502.4444317,0.746056332,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_18"
807,9.55746,-78.95041,2011,104.8887122,0,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,95.1032697,0,0,11.87211264,502.4444317,0.746056332,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_18"
808,9.55877,-78.95136,2011,430.3715342,0,0,"0-4m","Lagoon_Back reef","Fished","Standard belt transect",500,95.1032697,0,0,11.87211264,502.4444317,0.746056332,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_18"
809,9.55877,-78.95136,2011,251.6510723,0,0,"0-4m","Lagoon_Back reef","Fished","Standard belt transect",500,95.1032697,0,0,11.87211264,502.4444317,0.746056332,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_18"
810,9.55787,-78.95204,2011,292.5511821,0,0,"0-4m","Lagoon_Back reef","Fished","Standard belt transect",500,95.1032697,0,0,11.87211264,502.4444317,0.746056332,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_18"
811,9.58772,-78.88924,2011,130.0770532,0,0,"4-10m","Slope","Fished","Standard belt transect",500,76.01959859,0,0,11.74632744,477.862512,0.742236734,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_19"
812,9.58772,-78.88924,2011,215.989245,0,0,"4-10m","Slope","Fished","Standard belt transect",500,76.01959859,0,0,11.74632744,477.862512,0.742236734,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_19"
813,9.58772,-78.88924,2011,379.2466534,0,0,"4-10m","Slope","Fished","Standard belt transect",500,76.01959859,0,0,11.74632744,477.862512,0.742236734,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_19"
814,9.58772,-78.88924,2011,169.4152825,0,0,">10m","Slope","Fished","Standard belt transect",500,76.01959859,0,0,11.74632744,477.862512,0.742236734,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_19"
815,9.58341,-78.87863,2011,120.7537884,0,0,"0-4m","Lagoon_Back reef","Fished","Standard belt transect",500,77.04753302,0,0,11.74632744,477.862512,0.742236734,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_19"
816,9.58341,-78.87863,2011,118.1322415,0,0,"0-4m","Lagoon_Back reef","Fished","Standard belt transect",500,77.04753302,0,0,11.74632744,477.862512,0.742236734,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_19"
817,9.5847,-78.86837,2011,1245.470066,0,0,"4-10m","Slope","Fished","Standard belt transect",500,75.87557675,0,0,11.74632744,477.862512,0.742236734,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_19"
818,9.5847,-78.86837,2011,848.0784338,0,0,"4-10m","Slope","Fished","Standard belt transect",500,75.87557675,0,0,11.74632744,477.862512,0.742236734,0.841,3678128,7.6687484314159,"Panama","Graham_Edgar_19"
823,19.3066,-81.38695,2011,400.7977,0,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,3981.11194,0,0,26.62162402,193.3291211,0.442082227,0.983,54878,0.0351044362365374,"Cayman Islands","Graham_Edgar_21"
824,19.3066,-81.38695,2011,286.0342022,1,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,3981.11194,0,0,26.62162402,193.3291211,0.442082227,0.983,54878,0.0351044362365374,"Cayman Islands","Graham_Edgar_21"
825,19.3066,-81.38695,2011,444.4268829,1,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,3981.11194,0,0,26.62162402,193.3291211,0.442082227,0.983,54878,0.0351044362365374,"Cayman Islands","Graham_Edgar_21"
826,13.45828,-81.36453,2011,153.0731016,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,5.049826231,6,42,13.55721075,238.6959521,0.589914708,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_22"
827,13.45828,-81.36453,2011,592.5232384,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,5.049826231,6,42,13.55721075,238.6959521,0.589914708,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_22"
828,13.45828,-81.36453,2011,222.8201132,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,5.049826231,6,42,13.55721075,238.6959521,0.589914708,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_22"
829,13.45645,-81.36713,2011,169.4990058,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,5.049826231,6,42,13.55721075,238.6959521,0.589914708,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_22"
830,13.45645,-81.36713,2011,459.0138974,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,5.049826231,6,42,13.55721075,238.6959521,0.589914708,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_22"
831,13.45645,-81.36713,2011,711.3337174,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,5.049826231,6,42,13.55721075,238.6959521,0.589914708,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_22"
832,13.36448,-81.40478,2011,374.4681133,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,12.21196644,6,48,13.5566565,236.7453354,0.598113475,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_14"
833,13.36448,-81.40478,2011,1469.272408,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,12.21196644,6,48,13.5566565,236.7453354,0.598113475,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_14"
834,13.32793,-81.41154,2011,479.5662733,0,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,17.75881839,0,0,13.55664298,237.0977103,0.600579956,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_23"
835,13.32793,-81.41154,2011,5407.328295,0,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,17.75881839,0,0,13.55664298,237.0977103,0.600579956,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_23"
836,13.32793,-81.41154,2011,4321.093376,0,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,17.75881839,0,0,13.55664298,237.0977103,0.600579956,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_23"
837,13.3803,-81.33894,2011,963.6560066,0,0,"4-10m","Flat","UnfishedLow","Standard belt transect",500,7.808824964,6,9,13.5566856,233.0014974,0.595428676,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_13"
838,13.3803,-81.33894,2011,513.8381909,1,0,"4-10m","Flat","UnfishedLow","Standard belt transect",500,7.808824964,6,9,13.5566856,233.0014974,0.595428676,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_13"
839,13.3803,-81.33894,2011,108.7302998,0,0,"4-10m","Flat","UnfishedLow","Standard belt transect",500,7.808824964,6,9,13.5566856,233.0014974,0.595428676,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_13"
840,13.3803,-81.33894,2011,21.64900422,0,0,"4-10m","Flat","UnfishedLow","Standard belt transect",500,7.808824964,6,9,13.5566856,233.0014974,0.595428676,0.812,46444798,1.89643090830609,"Colombia","Graham_Edgar_13"
841,4.215475,73.486314,2012,406.2175716,0,1,"0-4m","Slope","Restricted","Standard belt transect",500,218.1649686,0,0,32.70322459,442.7250656,0.699017081,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_24"
842,3.636863,72.930821,2012,300.93437,0,1,"4-10m","Lagoon_Back reef","Restricted","Standard belt transect",500,45.62488587,0,0,33.20835392,453.8718649,0.715487555,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_25"
844,3.973862,73.491118,2012,539.809274,1,1,"4-10m","Slope","Restricted","Standard belt transect",500,73.5742612,0,0,33.31070855,450.8492683,0.70386116,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_27"
845,4.27899,73.5563,2012,509.3045672,0,1,">10m","Slope","Restricted","Standard belt transect",500,114.294786,0,0,32.7358559,435.4759192,0.698920785,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_28"
846,4.12838,72.83809,2012,1153.15384,1,1,">10m","Slope","Restricted","Standard belt transect",500,4.774940409,0,0,33.37111414,438.2864509,0.704019351,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_29"
847,3.937,72.91217,2012,1228.800187,1,1,"4-10m","Slope","UnfishedHigh","Standard belt transect",500,5.330009544,17,0.018,33.54100109,448.5250472,0.707077852,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_30"
848,3.72858,72.760836,2012,275.8192976,0,1,"4-10m","Lagoon_Back reef","Restricted","Standard belt transect",500,35.18109194,0,0,33.39923043,438.036915,0.715334086,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_31"
849,3.79793,72.704729,2012,265.6317279,0,1,"4-10m","Slope","Restricted","Standard belt transect",500,15.82094014,0,0,32.59690245,425.5948136,0.713964456,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_32"
850,3.477874,72.874927,2012,168.5390275,1,1,"4-10m","Slope","Restricted","Standard belt transect",500,12.26935505,0,0,30.39193257,445.2103843,0.71962677,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_33"
851,3.595735,72.883308,2012,222.845253,1,1,"4-10m","Slope","Restricted","Standard belt transect",500,14.19442093,0,0,33.02233612,447.1192713,0.717100452,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_34"
852,3.586448,72.718766,2012,305.5523807,1,1,"4-10m","Slope","Restricted","Standard belt transect",500,5.293933405,0,0,25.32222169,434.4637687,0.719123226,0.779,325694,6.48546513306168,"Maldives","Graham_Edgar_35"
853,23.41758,35.98514,2011,427.9568843,1,0,"4-10m","Slope","Fished","Standard belt transect",500,19.88244871,0,0,17.8754399,319.9005567,0.467987053,0.714,78075705,0.932708139611312,"Egypt","Graham_Edgar_36"
858,23.33986,35.85479,2011,390.26464,0,0,"4-10m","Slope","Fished","Standard belt transect",500,20.79930037,0,0,17.95599858,326.7847686,0.471222929,0.714,78075705,0.932708139611312,"Egypt","Graham_Edgar_41"
859,23.427283,35.876583,2011,1081.246603,1,0,"4-10m","Slope","Fished","Standard belt transect",500,20.72381286,0,0,17.81968454,320.8596421,0.468526066,0.714,78075705,0.932708139611312,"Egypt","Graham_Edgar_42"
860,23.42852,35.90383,2011,763.0522348,0,0,">10m","Slope","Fished","Standard belt transect",500,20.52729482,0,0,17.89976288,319.3095879,0.468151777,0.714,78075705,0.932708139611312,"Egypt","Graham_Edgar_43"
861,23.4303,35.86446,2011,507.1993797,1,0,"4-10m","Slope","Fished","Standard belt transect",500,21.03608708,0,0,17.81968454,320.8596421,0.468526066,0.714,78075705,0.932708139611312,"Egypt","Graham_Edgar_42"
862,23.41057,35.93071,2011,946.763951,0,0,"4-10m","Slope","Fished","Standard belt transect",500,20.1535174,0,0,17.89976288,319.3095879,0.468151777,0.714,78075705,0.932708139611312,"Egypt","Graham_Edgar_43"
866,-4.561695,55.431252,2012,467.5467179,0,0,"4-10m","Slope","Restricted","Standard belt transect",500,422.5972141,0,0,11.98674124,411.4368019,0.605314933,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_47"
867,-4.66513,55.37209,2012,673.9007345,1,0,"4-10m","Slope","Restricted","Standard belt transect",500,151.3489067,0,0,11.98674124,412.6167506,0.601011295,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_48"
868,-4.66855,55.39504,2012,657.4162756,0,0,"4-10m","Slope","Restricted","Standard belt transect",500,318.3784131,0,0,11.98674124,412.6167506,0.601011295,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_48"
869,-4.61929,55.39012,2012,96.079548,0,0,"4-10m","Slope","Restricted","Standard belt transect",500,301.9413805,0,0,11.98674124,412.5397353,0.60308904,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_49"
870,-4.59463,55.42648,2012,145.4271684,0,0,"4-10m","Lagoon_Back reef","Restricted","Standard belt transect",500,865.4562776,0,0,11.98674124,411.4105921,0.604193003,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_50"
871,-4.638365,55.375188,2012,839.4494081,0,0,"4-10m","Flat","UnfishedLow","Standard belt transect",500,239.6694614,33,0.86,11.98674124,412.679328,0.600966086,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_51"
872,-4.639006,55.36755,2012,319.8279788,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",500,152.8330378,33,0.86,11.98674124,412.679328,0.600966086,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_51"
873,-4.61534,55.40671,2012,71.71931504,0,0,"4-10m","Lagoon_Back reef","Restricted","Standard belt transect",500,1351.9131,0,0,11.98674124,412.5397353,0.60308904,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_49"
874,-4.6028,55.42263,2012,241.3040099,0,0,"4-10m","Lagoon_Back reef","Restricted","Standard belt transect",500,2066.772266,0,0,11.98674124,411.4105921,0.604193003,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_50"
875,-4.59893,55.42454,2012,312.199273,0,0,"4-10m","Lagoon_Back reef","Restricted","Standard belt transect",500,2066.772266,0,0,11.98674124,411.4105921,0.604193003,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_50"
876,-4.59893,55.42454,2012,111.1960345,0,0,">10m","Lagoon_Back reef","Restricted","Standard belt transect",500,2066.772266,0,0,11.98674124,411.4105921,0.604193003,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_50"
877,-4.584606,55.429907,2012,168.8671187,0,0,"4-10m","Slope","Restricted","Standard belt transect",500,680.0834634,0,0,11.98674124,411.4105921,0.604193003,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_50"
878,-4.61066,55.41761,2012,94.74938909,0,0,"4-10m","Lagoon_Back reef","Restricted","Standard belt transect",500,992.7104359,0,0,11.98674124,412.5397353,0.60308904,0.848,89770,1.61506133589101,"Seychelles","Graham_Edgar_49"
879,-10.19475,40.14412,2012,21.98829788,0,0,"4-10m","Slope","Fished","Standard belt transect",500,121.2350057,0,0,2.695308338,327.3456736,0.609386192,0.52,44973330,5.10244645356785,"Tanzania","Graham_Edgar_52"
880,-10.20187,40.14165,2012,47.07446666,0,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,137.4702026,0,0,2.695308338,327.3456736,0.609386192,0.52,44973330,5.10244645356785,"Tanzania","Graham_Edgar_52"
881,-10.23305,40.16885,2012,85.66779423,0,0,">10m","Slope","Fished","Standard belt transect",500,244.8566088,0,0,3.234003704,327.2600951,0.611112911,0.52,44973330,5.10244645356785,"Tanzania","Graham_Edgar_53"
882,-10.23706,40.1873,2012,35.58365988,0,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,320.7530192,0,0,3.234003704,327.2600951,0.611112911,0.52,44973330,5.10244645356785,"Tanzania","Graham_Edgar_53"
883,-10.23944,40.17892,2012,25.58150313,0,0,"0-4m","Lagoon_Back reef","Fished","Standard belt transect",500,360.5923521,0,0,3.234003704,327.2600951,0.611112911,0.52,44973330,5.10244645356785,"Tanzania","Graham_Edgar_53"
886,-10.25107,40.16205,2012,41.53369281,0,0,"4-10m","Lagoon_Back reef","Fished","Standard belt transect",500,422.8875584,0,0,3.234003704,327.2600951,0.611112911,0.52,44973330,5.10244645356785,"Tanzania","Graham_Edgar_53"
2173,-7.434404209,158.0198332,2004,1358.065736,1,0,"4-10m","Slope","UnfishedHigh","Standard belt transect",1250,2.470638055,9,157.9792,28.27621147,318.6339327,0.863919265,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_1"
2174,-7.460688206,158.031515,2004,5292.462973,1,0,"4-10m","Slope","UnfishedHigh","Standard belt transect",1250,13.49189755,9,157.9792,28.27621147,318.6339327,0.863919265,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_1"
2175,-7.411040656,157.3977786,2004,469.7097325,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,8.346618006,0,0,29.40833416,330.964203,0.86132,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_2"
2176,-7.527858422,157.7277888,2004,584.6577898,1,0,"4-10m","Slope","Fished","Standard belt transect",1250,5.350942125,0,0,29.25300172,328.0132848,0.862586326,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_3"
2177,-7.355552217,157.1028137,2004,1377.129396,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,1.747543801,0,0,29.41863127,330.0687977,0.859890337,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_4"
2178,-6.678009175,156.3902253,2004,2314.827016,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,46.92902991,0,0,23.12041381,314.6788509,0.87174636,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_5"
2179,-7.545381087,157.7891181,2004,4025.087651,1,0,"4-10m","Slope","Fished","Standard belt transect",1250,4.79284057,0,0,29.18256681,328.00806,0.862545338,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_6"
2180,-6.599157183,156.5508498,2004,760.218621,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,3.75585797,0,0,24.20343966,296.9895829,0.87171061,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_7"
2181,-6.733497614,156.4019071,2004,2410.124612,1,0,"4-10m","Slope","Fished","Standard belt transect",1250,5.535925407,0,1.086216036,23.58756346,317.4934271,0.87098877,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_8"
2182,-6.585813054,156.5340603,2004,224.8378634,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,4.431551346,0,0,24.20343966,296.9895829,0.87171061,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_7"
2183,-9.12278753,160.204269,2004,146.2214742,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,63.30330162,0,0,27.00824879,346.0846743,0.835788798,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_9"
2184,-8.842733792,160.0355059,2004,579.5406916,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,8.973610987,0,0,27.20046256,344.8665646,0.843344244,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_10"
2185,-9.295994306,160.3442581,2004,222.8371664,0,0,"4-10m","Slope","Fished","Standard belt transect",1000,12.67178995,0,0,27.13235098,343.3256766,0.832597595,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_11"
2186,-9.035604454,160.0624128,2004,298.1815246,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,22.76584014,0,0,26.4154888,345.6466738,0.838334413,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_12"
2187,-9.400392911,159.900564,2004,174.7678842,1,0,"4-10m","Slope","Fished","Standard belt transect",1250,150.5328591,0,0,24.37071087,340.727204,0.841585361,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_13"
2188,-9.823327521,160.8847889,2004,320.5371689,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,10.4780996,0,0,26.61350114,313.019411,0.821766069,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_14"
2189,-9.255658482,159.6490583,2004,338.7620007,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,25.55562807,0,0,24.87432953,341.1949482,0.848235635,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_15"
2190,-9.84377063,160.8497436,2004,735.7903282,1,0,"4-10m","Slope","Fished","Standard belt transect",1250,16.87879126,0,0,26.44671225,313.112745,0.822571268,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_16"
2191,-8.216577623,159.2423748,2004,145.4781224,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,2.422625887,0,0,24.0958916,317.3922303,0.877971183,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_17"
2192,-8.149787632,159.6431147,2004,450.6071677,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,3.907109371,0,0,24.72533948,306.1777507,0.870621156,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_18"
2193,-7.454847318,158.3177185,2004,6232.351179,1,0,"4-10m","Slope","Fished","Standard belt transect",1250,3.221055942,0,0,26.44595574,310.4580953,0.868361729,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_19"
2194,-7.396438435,158.1600145,2004,511.7510097,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,1.150638978,0,0,27.2241212,314.0957118,0.865794307,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_20"
2195,-7.559983307,158.2914345,2004,206.84336,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,1.568777991,0,0,27.44489738,316.179888,0.870137237,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_21"
2196,-7.854948166,158.7207398,2004,304.4189637,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,1.661035169,0,0,25.97931173,316.5346476,0.87663033,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_22"
2197,-7.49865398,158.3965705,2004,102.1354147,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,1.801809447,0,0,26.33891027,307.6928489,0.869925901,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_23"
2198,-8.0078589,158.9084248,2004,2062.983535,1,0,"4-10m","Slope","Fished","Standard belt transect",1250,19.26737234,0,0,25.90981701,313.9156933,0.87986859,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_24"
2199,-7.381836214,158.1162078,2004,445.9277742,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,1.548229356,0,0,27.64949753,314.5187127,0.864073103,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_25"
2200,-8.308413861,159.3091648,2004,2477.028976,0,0,"4-10m","Slope","Fished","Standard belt transect",1250,2.085814089,0,0,23.49757122,318.1754564,0.8754503,0.647,526447,4.78818754877872,"Solomon Islands","Mora_Alison_Green_26"
