"UniqueSite","Site_Lat","Site_Long","Year","Targeted.biomass","PA_tp","Atoll","DepthCategory","CleanHabitat","Protection","CensusMethod","Total.sampling.Area","gravtot_500km","MPAage","NTZarea","Regional_population_growth","Ocean_prod","Climate_stress","HDI","Larger_pop_size","spatialcatch_tkm2","Larger_2","SocialSIte4km"
1,-8.35608,116.07124,2012,320.7835447,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",750,691.104547,3,0,11.40116227,463.2830399,0.827484357,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_1"
2,-8.33813,116.03385,2012,416.5579357,0,0,"0-4m","Flat","UnfishedLow","Standard belt transect",750,419.1065959,3,0,11.11596055,462.881434,0.828427364,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_2"
3,-8.33813,116.03385,2012,592.188536,1,0,"4-10m","Flat","UnfishedLow","Standard belt transect",750,419.1065959,3,0,11.11596055,462.881434,0.828427364,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_2"
4,1.50178861,125.261555,2007,539.3776272,0,0,"4-10m","Slope","Fished","Standard belt transect",750,127.3916732,0,0,8.642912599,365.002131,0.847411679,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_3"
5,1.50062202,125.2428852,2007,328.1609796,0,0,"4-10m","Slope","Fished","Standard belt transect",750,76.47226918,0,0,8.642912599,365.002131,0.847411679,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_3"
6,1.58525,118.58724,2011,686.6056767,0,0,"0-4m","Crest","Restricted","Standard belt transect",750,8.160122539,0,0,21.21651653,667.4326421,0.789031352,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_4"
7,-8.36794,116.09782,2012,12.23565723,0,0,"0-4m","Crest","Fished","Standard belt transect",750,1043.672188,0,0,11.40116227,463.2830399,0.827484357,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_1"
8,-8.34721,116.08602,2012,644.7532969,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",750,701.4178743,3,0,11.40116227,463.2830399,0.827484357,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_1"
9,1.50539727,125.2490909,2007,133.1670961,0,0,"4-10m","Slope","Fished","Standard belt transect",750,132.9821978,0,0,8.642912599,365.002131,0.847411679,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_3"
10,1.51916346,125.2406949,2007,295.5193029,0,0,"4-10m","Slope","Fished","Standard belt transect",750,108.7607567,0,0,8.642912599,365.002131,0.847411679,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_3"
11,1.56119845,125.1834543,2007,30.90001278,0,0,"4-10m","Slope","Fished","Standard belt transect",750,58.78227027,0,0,8.642929821,359.8407125,0.849443757,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_5"
12,1.50824184,125.2682436,2007,60.74566784,0,0,"4-10m","Slope","Fished","Standard belt transect",750,117.2433417,0,0,8.642843957,365.6243805,0.847338777,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_6"
13,1.51395494,125.2714011,2007,86.75973274,0,0,"4-10m","Slope","Fished","Standard belt transect",750,117.2433417,0,0,8.642843957,365.6243805,0.847338777,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_6"
21,-5.805025,110.491861,2009,14.67411017,0,0,"0-4m","Slope","Restricted","Standard belt transect",750,307.9521689,0,0,5.009822719,576.8090881,0.826358791,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_7"
22,-5.805025,110.491861,2009,17.88848615,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,307.9521689,0,0,5.009822719,576.8090881,0.826358791,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_7"
25,1.48873472,125.2565528,2007,137.0100967,0,0,"4-10m","Slope","Fished","Standard belt transect",750,158.2561543,0,0,8.642912599,365.002131,0.847411679,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_3"
30,-5.74239,110.41747,2009,36.27712422,0,0,"0-4m","Crest","Restricted","Standard belt transect",1000,274.4196834,0,0,5.010475096,545.2136197,0.823870202,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_8"
31,-5.74239,110.41747,2009,115.7311252,0,0,"4-10m","Crest","Restricted","Standard belt transect",1000,274.4196834,0,0,5.010475096,545.2136197,0.823870202,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_8"
34,-8.35135,116.08829,2012,255.8275759,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",750,701.4178743,3,0,11.40116227,463.2830399,0.827484357,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_1"
35,-8.36952,116.07755,2012,156.945951,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",750,869.0491566,3,0,11.40116227,463.2830399,0.827484357,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_1"
37,-0.077413,127.241752,2007,76.7746765,0,0,"0-4m","Slope","Fished","Standard belt transect",500,14.87251839,0,0,0.530331747,395.99181,0.865751227,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_10"
38,-0.077413,127.241752,2007,54.43093932,0,0,"4-10m","Slope","Fished","Standard belt transect",500,14.87251839,0,0,0.530331747,395.99181,0.865751227,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_10"
45,-5.891021,110.346573,2009,202.7532901,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,325.4493247,4,0.403179,5.009512696,572.595744,0.829192533,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_11"
46,-5.891021,110.346573,2009,66.78525667,1,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,325.4493247,4,0.403179,5.009512696,572.595744,0.829192533,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_11"
49,1.52384391,125.2756614,2007,219.1966022,0,0,"4-10m","Slope","Fished","Standard belt transect",750,101.0008844,0,0,8.642843957,365.6243805,0.847338777,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_6"
56,-5.806747,110.37822,2009,139.629609,0,0,"0-4m","Slope","Restricted","Standard belt transect",1000,292.9812409,0,0,5.009760523,560.319017,0.827057572,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_12"
57,-5.806747,110.37822,2009,49.14630468,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,292.9812409,0,0,5.009760523,560.319017,0.827057572,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_12"
66,-5.803104,110.380983,2009,83.05624261,0,0,"0-4m","Slope","Restricted","Standard belt transect",1000,292.9812409,0,0,5.009760523,560.319017,0.827057572,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_12"
67,-5.803104,110.380983,2009,70.40233416,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,292.9812409,0,0,5.009760523,560.319017,0.827057572,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_12"
76,-5.831288,110.382244,2009,78.79686645,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,302.4139307,4,0.94229,5.009760523,560.319017,0.827057572,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_12"
77,-5.831288,110.382244,2009,22.39513886,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,302.4139307,4,0.94229,5.009760523,560.319017,0.827057572,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_12"
86,-5.833226,110.381165,2009,100.9894438,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,305.6539932,4,0.94229,5.009760523,560.319017,0.827057572,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_12"
87,-5.833226,110.381165,2009,30.42877518,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,305.6539932,4,0.94229,5.009760523,560.319017,0.827057572,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_12"
94,-5.80419,110.55876,2009,20.09574682,0,0,"0-4m","Flat","Fished","Standard belt transect",1000,315.2892881,0,0,5.009741284,581.6624437,0.825499244,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_13"
95,-5.80419,110.55876,2009,74.72954132,0,0,"4-10m","Flat","Fished","Standard belt transect",1000,315.2892881,0,0,5.009741284,581.6624437,0.825499244,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_13"
98,-1.247966667,129.6813333,2009,261.3585528,0,0,"4-10m","Slope","Restricted","Standard belt transect",750,3.548295617,0,0,24.37788161,580.2764267,0.850007515,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_14"
99,-8.36217,116.08821,2012,92.79367964,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",750,881.5252375,3,0,11.40116227,463.2830399,0.827484357,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_1"
100,1.45534381,125.2236698,2007,336.3508543,0,0,"4-10m","Slope","Fished","Standard belt transect",750,333.9635951,0,0,8.642648098,365.1436305,0.848466905,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_15"
101,1.52205,118.79037,2011,196.2965087,1,0,"0-4m","Crest","Restricted","Standard belt transect",750,8.02729269,0,0,21.21073675,582.6251318,0.782103323,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_16"
102,2.2929,118.26196,2011,161.495709,0,0,"0-4m","Slope","Restricted","Standard belt transect",750,7.12577576,0,0,21.21658193,760.1691797,0.794524012,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_17"
103,2.70468,95.75529,2007,217.9574041,0,0,"0-4m","Crest","Fished","Standard belt transect",750,929.6606846,0,0,9.82224785,344.5799746,0.906627298,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_18"
105,-0.00927,127.172659,2007,197.393102,0,0,"0-4m","Slope","Fished","Standard belt transect",500,9.979403172,0,0,0.530811459,388.6121556,0.866519787,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_19"
106,-0.00927,127.172659,2007,74.49003266,0,0,"4-10m","Slope","Fished","Standard belt transect",500,9.979403172,0,0,0.530811459,388.6121556,0.866519787,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_19"
107,-1.203033333,129.6543833,2009,917.9134522,1,0,"4-10m","Slope","Restricted","Standard belt transect",750,3.09373406,0,0,24.37814037,576.0944829,0.849682339,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_20"
108,-1.226133333,129.6499833,2009,252.6498135,0,0,"4-10m","Slope","Restricted","Standard belt transect",750,3.428755393,0,0,24.37814037,576.0944829,0.849682339,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_20"
115,-5.880232,110.359395,2009,94.15551859,0,0,"0-4m","Crest","UnfishedLow","Standard belt transect",1000,323.3456934,4,1.88204,5.009512696,572.595744,0.829192533,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_11"
116,-5.880232,110.359395,2009,100.7737777,0,0,"4-10m","Crest","UnfishedLow","Standard belt transect",1000,323.3456934,4,1.88204,5.009512696,572.595744,0.829192533,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_11"
123,-5.86211,110.60538,2009,1.939163527,0,0,"0-4m","Flat","Fished","Standard belt transect",1000,349.079623,0,0,5.009707588,580.0644654,0.825689696,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_21"
124,-5.86211,110.60538,2009,15.44677422,0,0,"4-10m","Flat","Fished","Standard belt transect",1000,349.079623,0,0,5.009707588,580.0644654,0.825689696,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_21"
131,-5.8336,110.60616,2009,32.34383929,0,0,"0-4m","Slope","Fished","Standard belt transect",1000,337.2937912,0,0,5.009707588,580.0644654,0.825689696,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_21"
132,-5.8336,110.60616,2009,36.87652593,0,0,"4-10m","Slope","Fished","Standard belt transect",1000,337.2937912,0,0,5.009707588,580.0644654,0.825689696,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_21"
139,-5.84098,110.61131,2009,7.79508493,0,0,"0-4m","Slope","Fished","Standard belt transect",1000,342.7574544,0,0,5.009707588,580.0644654,0.825689696,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_21"
140,-5.84098,110.61131,2009,52.83482199,0,0,"4-10m","Slope","Fished","Standard belt transect",1000,342.7574544,0,0,5.009707588,580.0644654,0.825689696,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_21"
143,-8.34647,116.04356,2012,111.6595808,0,0,"0-4m","Crest","UnfishedLow","Standard belt transect",750,606.8670169,3,0,11.11596055,462.881434,0.828427364,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_2"
150,-5.729274,110.204483,2009,64.50353402,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,259.0255301,4,0.83912,5.011915352,527.6353036,0.827046831,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_22"
151,-5.729274,110.204483,2009,20.57354643,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,259.0255301,4,0.83912,5.011915352,527.6353036,0.827046831,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_22"
160,-5.727058,110.207648,2009,116.5990897,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,259.1598962,4,0.83912,5.011915352,527.6353036,0.827046831,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_22"
161,-5.727058,110.207648,2009,32.49304946,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,259.1598962,4,0.83912,5.011915352,527.6353036,0.827046831,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_22"
170,-5.799804,110.510647,2009,13.41955931,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",500,306.6328258,4,0.24162,5.009822719,576.8090881,0.826358791,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_7"
171,-5.799804,110.510647,2009,33.74754819,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,306.6328258,4,0.24162,5.009822719,576.8090881,0.826358791,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_7"
175,-8.3376,116.03825,2012,262.8048024,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",750,419.1065959,3,0,11.11596055,462.881434,0.828427364,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_2"
176,-8.35016,116.08764,2012,384.7855472,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",750,701.4178743,3,0,11.40116227,463.2830399,0.827484357,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_1"
177,-1.146533333,129.7700333,2009,256.358769,1,0,"4-10m","Slope","Restricted","Standard belt transect",750,3.37655179,0,0,24.37701896,600.337205,0.843931852,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_23"
178,2.13813,118.51347,2011,957.8857897,0,0,"0-4m","Crest","Restricted","Standard belt transect",750,7.05881277,0,0,21.21955595,642.6583055,0.786112974,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_24"
179,-1.15445,129.84505,2009,91.92828142,0,0,"4-10m","Slope","Restricted","Standard belt transect",750,3.336843749,0,0,24.3769386,618.6408925,0.838821149,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_25"
181,-1.2303,129.7029333,2009,949.0429674,1,0,"4-10m","Slope","Restricted","Standard belt transect",750,3.787044284,0,0,24.37674521,586.1161775,0.848709838,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_27"
182,1.61304,118.4091,2011,260.7373277,0,0,"0-4m","Crest","Restricted","Standard belt transect",750,8.685948397,0,0,21.21782248,726.0364187,0.795753555,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_28"
187,-5.89937,110.24403,2009,145.9596131,0,0,"0-4m","Slope","Restricted","Standard belt transect",1000,320.0120995,0,0,5.009320754,553.9693816,0.830752104,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_29"
188,-5.89937,110.24403,2009,93.43474333,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,320.0120995,0,0,5.009320754,553.9693816,0.830752104,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_29"
197,-5.804122,110.149306,2009,109.2820712,0,0,"0-4m","Slope","Restricted","Standard belt transect",1000,282.2160611,0,0,5.011215709,544.2828835,0.828430924,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_30"
198,-5.804122,110.149306,2009,65.29146839,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,282.2160611,0,0,5.011215709,544.2828835,0.828430924,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_30"
201,2.3091,118.25426,2011,119.8746819,0,0,"0-4m","Slope","Restricted","Standard belt transect",750,7.135377868,0,0,21.21658193,760.1691797,0.794524012,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_17"
208,-5.798441,110.166105,2009,85.50521525,0,0,"0-4m","Crest","UnfishedLow","Standard belt transect",1000,279.9380358,4,1.34855,5.011215709,544.2828835,0.828430924,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_30"
209,-5.798441,110.166105,2009,32.97350539,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,279.9380358,4,1.34855,5.011215709,544.2828835,0.828430924,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_30"
218,-5.802959,110.164412,2009,61.23634382,0,0,"0-4m","Flat","UnfishedLow","Standard belt transect",1000,282.3520922,4,1.34855,5.011215709,544.2828835,0.828430924,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_30"
219,-5.802959,110.164412,2009,155.6892173,0,0,"4-10m","Flat","UnfishedLow","Standard belt transect",1000,282.3520922,4,1.34855,5.011215709,544.2828835,0.828430924,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_30"
228,-5.820365,110.511869,2009,25.49632849,0,0,"0-4m","Flat","Restricted","Standard belt transect",1000,316.7710378,0,0,5.009822719,576.8090881,0.826358791,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_7"
229,-5.820365,110.511869,2009,166.8929533,0,0,"4-10m","Flat","Restricted","Standard belt transect",1000,316.7710378,0,0,5.009822719,576.8090881,0.826358791,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_7"
238,-5.743575,110.19561,2009,42.70511705,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,263.4276759,4,0,5.011915352,527.6353036,0.827046831,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_22"
239,-5.743575,110.19561,2009,88.99731235,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,263.4276759,4,0,5.011915352,527.6353036,0.827046831,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_22"
250,-5.771209,110.226294,2009,68.10215821,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,273.7497806,4,1.093687,5.010347481,540.0101726,0.827230397,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_31"
251,-5.771209,110.226294,2009,103.2629728,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,273.7497806,4,1.093687,5.010347481,540.0101726,0.827230397,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_31"
260,-5.774815,110.228799,2009,114.6497357,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,274.1563522,4,1.093687,5.010347481,540.0101726,0.827230397,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_31"
261,-5.774815,110.228799,2009,60.64903234,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,274.1563522,4,1.093687,5.010347481,540.0101726,0.827230397,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_31"
270,-5.775143,110.233448,2009,151.015946,0,0,"0-4m","Crest","UnfishedLow","Standard belt transect",1000,274.1563522,4,1.093687,5.010347481,540.0101726,0.827230397,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_31"
271,-5.775143,110.233448,2009,38.58728089,0,0,"4-10m","Crest","UnfishedLow","Standard belt transect",1000,274.1563522,4,1.093687,5.010347481,540.0101726,0.827230397,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_31"
280,-5.866471,110.461399,2009,114.0656414,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,337.8012584,4,3.69944,5.009790849,570.2126719,0.82885374,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_32"
281,-5.866471,110.461399,2009,29.19773963,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,337.8012584,4,3.69944,5.009790849,570.2126719,0.82885374,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_32"
290,-5.857707,110.467528,2009,55.51901377,0,0,"0-4m","Slope","UnfishedLow","Standard belt transect",1000,336.6451554,4,3.69944,5.009790849,570.2126719,0.82885374,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_32"
291,-5.857707,110.467528,2009,23.57588077,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",1000,336.6451554,4,3.69944,5.009790849,570.2126719,0.82885374,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_32"
294,1.45824219,125.2426703,2007,83.21867347,0,0,"4-10m","Slope","Fished","Standard belt transect",750,222.4163907,0,0,8.642648098,365.1436305,0.848466905,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_15"
295,-1.203883333,129.9383667,2009,1044.856438,1,0,"4-10m","Slope","Restricted","Standard belt transect",750,14.11917798,0,0,24.37835054,644.8616278,0.83718567,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_33"
296,1.48541817,125.2412701,2007,339.8919688,1,0,"4-10m","Slope","Fished","Standard belt transect",750,556.5199167,0,0,8.642832227,365.9903945,0.847911218,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_34"
297,2.27679,118.60755,2011,253.6727789,0,0,"0-4m","Crest","Restricted","Standard belt transect",750,6.877125551,0,0,21.21724409,609.8319075,0.776453224,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_35"
299,2.25515,118.28418,2011,326.3532386,0,0,"0-4m","Crest","Restricted","Standard belt transect",750,7.112529958,0,0,21.21595523,737.0837345,0.793600694,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_37"
300,2.40313,96.31345,2007,19.93914124,0,0,"0-4m","Crest","Fished","Standard belt transect",750,270.7784754,0,0,9.822104247,376.659136,0.917460773,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_38"
301,2.38762,96.32174,2007,72.1109447,0,0,"0-4m","Flat","Fished","Standard belt transect",750,40.5709336,0,0,9.822104247,376.659136,0.917460773,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_38"
302,1.52241,118.90519,2011,850.9414805,1,0,"0-4m","Crest","Restricted","Standard belt transect",750,8.203600191,0,0,21.2103707,546.1248929,0.780904841,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_39"
307,-5.89806,110.43379,2009,41.80863602,0,0,"0-4m","Slope","Restricted","Standard belt transect",1000,341.5918167,0,0,5.009145945,586.0625886,0.829343956,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_40"
308,-5.89806,110.43379,2009,20.17001871,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,341.5918167,0,0,5.009145945,586.0625886,0.829343956,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_40"
315,-5.90131,110.40563,2009,92.0062188,0,0,"0-4m","Slope","Restricted","Standard belt transect",1000,338.2461458,0,0,5.009541923,574.6937058,0.829838745,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_41"
316,-5.90131,110.40563,2009,20.88176856,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,338.2461458,0,0,5.009541923,574.6937058,0.829838745,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_41"
319,-8.34749,116.05072,2012,61.93487263,0,0,"0-4m","Flat","UnfishedLow","Standard belt transect",750,606.8670169,3,0,11.11596055,462.881434,0.828427364,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_2"
320,-8.34369,116.05059,2012,566.6035338,0,0,"4-10m","Slope","UnfishedLow","Standard belt transect",750,606.8670169,3,0,11.11596055,462.881434,0.828427364,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_2"
325,-5.79817,110.34733,2009,34.55650372,0,0,"0-4m","Lagoon_Back reef","Restricted","Standard belt transect",1000,286.185169,0,0,5.009752775,546.501909,0.827092306,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_42"
326,-5.79817,110.34733,2009,42.74578329,0,0,"4-10m","Lagoon_Back reef","Restricted","Standard belt transect",1000,286.185169,0,0,5.009752775,546.501909,0.827092306,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_42"
329,1.9881,118.86729,2011,228.8518102,0,0,"0-4m","Crest","Restricted","Standard belt transect",750,7.081262718,0,0,21.21647543,557.7198156,0.778091782,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_43"
330,1.8031,118.89709,2011,274.1833385,0,0,"0-4m","Crest","Restricted","Standard belt transect",750,7.250651561,0,0,21.21397105,545.3330487,0.782797733,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_44"
331,1.93752,118.81626,2011,157.2115105,0,0,"0-4m","Crest","Restricted","Standard belt transect",750,7.086535437,0,0,21.21487736,565.880379,0.78002419,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_45"
333,-1.167516667,129.4544833,2009,277.1253883,1,0,"4-10m","Slope","Restricted","Standard belt transect",750,3.865919647,0,0,24.38432438,534.2587461,0.860140242,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_46"
341,-5.82071,110.206447,2009,70.12608512,0,0,"0-4m","Slope","Restricted","Standard belt transect",1000,288.3732937,0,0,5.010055102,541.0579243,0.82885139,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_47"
342,-5.82071,110.206447,2009,77.26083362,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,288.3732937,0,0,5.010055102,541.0579243,0.82885139,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_47"
345,-1.271766667,129.7697167,2009,809.6837704,1,0,"4-10m","Slope","Restricted","Standard belt transect",750,3.827957682,0,0,24.3748979,607.7845904,0.847307436,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_48"
352,-5.886798,110.450168,2009,96.60840108,0,0,"0-4m","Crest","Restricted","Standard belt transect",1000,313.230817,0,0,5.009145945,586.0625886,0.829343956,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_40"
353,-5.886798,110.450168,2009,80.21696028,0,0,"4-10m","Crest","Restricted","Standard belt transect",1000,313.230817,0,0,5.009145945,586.0625886,0.829343956,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_40"
356,1.46952524,125.2440695,2007,341.4293428,0,0,"0-4m","Crest","Fished","Standard belt transect",750,442.5119434,0,0,8.642832227,365.9903945,0.847911218,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_34"
363,-5.755273,110.260433,2009,7.028775014,0,0,"0-4m","Slope","Restricted","Standard belt transect",1000,269.5102539,0,0,5.011043764,535.2185325,0.82707464,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_49"
364,-5.755273,110.260433,2009,31.2917926,0,0,"4-10m","Slope","Restricted","Standard belt transect",1000,269.5102539,0,0,5.011043764,535.2185325,0.82707464,0.746,240676485,10.2749352941321,"Indonesia","Andrew_Hoey_49"
